[2026-05-06 10:35:02] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:02] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:02] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 10:35:02] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:03] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:03] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:03] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 10:35:03] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:03] MOVE asha (blue): 103→105 [0.5ms]
[2026-05-06 10:35:03] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:04] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:04] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:04] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:04] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 10:35:04] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:04] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:05] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:05] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:05] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 10:35:05] MOVE chetan (red): 15→14 [0.2ms]
[2026-05-06 10:35:05] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 10:35:05] MOVE chetan (red): 14→13 [0.2ms]
[2026-05-06 10:35:06] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 10:35:06] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:06] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:06] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:06] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 10:35:06] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 10:35:07] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:07] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:07] MOVE asha (blue): 93→106 [0.2ms]
[2026-05-06 10:35:07] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:07] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:07] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:07] MOVE asha (blue): 106→105 [0.2ms]
[2026-05-06 10:35:08] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:08] MOVE asha (blue): 104→106 [0.2ms]
[2026-05-06 10:35:08] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:08] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:08] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:08] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 10:35:09] MOVE chetan (red): 31→30 [0.2ms]
[2026-05-06 10:35:09] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:09] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 10:35:09] MOVE asha (blue): 93→92 [0.2ms]
[2026-05-06 10:35:09] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:09] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 10:35:10] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:10] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:10] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:10] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:10] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:10] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:11] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:11] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:11] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:11] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:11] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 10:35:11] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:12] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:12] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:12] MOVE chetan (red): 15→16 [0.2ms]
[2026-05-06 10:35:12] MOVE asha (blue): 91→103 [0.2ms]
[2026-05-06 10:35:12] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:12] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 10:35:13] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:13] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:13] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:13] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:13] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:13] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:14] MOVE chetan (red): 31→30 [0.2ms]
[2026-05-06 10:35:14] MOVE asha (blue): 90→91 [0.2ms]
[2026-05-06 10:35:14] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:14] MOVE asha (blue): 89→90 [0.2ms]
[2026-05-06 10:35:14] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:14] MOVE asha (blue): 91→103 [0.3ms]
[2026-05-06 10:35:14] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:15] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:15] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:15] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:15] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:15] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:15] MOVE chetan (red): 13→26 [0.2ms]
[2026-05-06 10:35:16] MOVE asha (blue): 102→104 [0.2ms]
[2026-05-06 10:35:16] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:16] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 10:35:16] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 10:35:16] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:16] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:17] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:17] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:17] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:17] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 10:35:17] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:17] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:18] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 10:35:18] MOVE chetan (red): 18→19 [0.4ms]
[2026-05-06 10:35:18] MOVE asha (blue): 106→93 [0.3ms]
[2026-05-06 10:35:18] MOVE chetan (red): 19→31 [0.3ms]
[2026-05-06 10:35:18] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 10:35:18] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:18] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:19] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:19] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 10:35:19] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:19] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:19] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:19] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 10:35:20] MOVE chetan (red): 15→14 [0.2ms]
[2026-05-06 10:35:20] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:20] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:20] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:20] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:20] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:21] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:21] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:21] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 10:35:21] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 10:35:21] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:21] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:22] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:22] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:22] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:22] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:22] MOVE chetan (red): 17→18 [0.2ms]
[2026-05-06 10:35:22] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:23] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:23] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:23] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:23] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:23] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:23] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:23] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:24] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:24] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:24] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:24] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:24] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:24] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:25] MOVE asha (blue): 91→103 [0.2ms]
[2026-05-06 10:35:25] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:25] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:25] MOVE chetan (red): 13→26 [0.2ms]
[2026-05-06 10:35:25] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:25] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:26] MOVE asha (blue): 89→90 [0.7ms]
[2026-05-06 10:35:26] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 10:35:26] MOVE asha (blue): 102→89 [4.0ms]
[2026-05-06 10:35:26] MOVE chetan (red): 14→15 [0.2ms]
[2026-05-06 10:35:26] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:26] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:27] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:27] MOVE chetan (red): 16→17 [0.9ms]
[2026-05-06 10:35:27] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:27] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:27] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:27] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:28] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:28] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:28] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:28] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:28] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 10:35:28] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:28] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 10:35:29] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:29] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:29] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:29] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:29] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:29] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:30] MOVE chetan (red): 14→13 [0.2ms]
[2026-05-06 10:35:30] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:30] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:30] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 10:35:30] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:30] MOVE asha (blue): 106→93 [0.2ms]
[2026-05-06 10:35:31] MOVE chetan (red): 27→14 [0.3ms]
[2026-05-06 10:35:31] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 10:35:31] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:31] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:31] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:31] MOVE asha (blue): 94→93 [0.2ms]
[2026-05-06 10:35:32] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:32] MOVE asha (blue): 92→105 [0.2ms]
[2026-05-06 10:35:32] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:32] MOVE asha (blue): 93→106 [0.2ms]
[2026-05-06 10:35:32] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:32] MOVE asha (blue): 105→104 [0.2ms]
[2026-05-06 10:35:33] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:33] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:33] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:33] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:33] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:33] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:34] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:34] MOVE asha (blue): 106→93 [0.2ms]
[2026-05-06 10:35:34] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:34] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:34] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:34] MOVE asha (blue): 93→92 [0.2ms]
[2026-05-06 10:35:35] MOVE chetan (red): 14→13 [0.2ms]
[2026-05-06 10:35:35] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:35] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:35] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:35] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:35] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:35] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 10:35:36] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:36] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:36] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:36] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:36] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:36] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:37] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:37] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:37] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:37] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:37] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:37] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:38] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 10:35:38] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:38] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 10:35:38] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:38] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:38] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:39] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:39] MOVE chetan (red): 28→15 [0.2ms]
[2026-05-06 10:35:39] MOVE asha (blue): 90→91 [0.3ms]
[2026-05-06 10:35:39] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:39] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:39] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:40] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:40] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:40] MOVE asha (blue): 90→91 [0.2ms]
[2026-05-06 10:35:40] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:40] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:40] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 10:35:41] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:41] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:41] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 10:35:41] MOVE chetan (red): 15→16 [0.3ms]
[2026-05-06 10:35:41] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 10:35:41] MOVE chetan (red): 16→17 [0.5ms]
[2026-05-06 10:35:42] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:42] MOVE chetan (red): 17→18 [0.3ms]
[2026-05-06 10:35:42] MOVE asha (blue): 105→104 [0.2ms]
[2026-05-06 10:35:42] MOVE chetan (red): 18→19 [0.2ms]
[2026-05-06 10:35:42] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:42] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:43] MOVE asha (blue): 104→106 [0.2ms]
[2026-05-06 10:35:43] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:43] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 10:35:43] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:43] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 10:35:43] MOVE chetan (red): 29→28 [2.0ms]
[2026-05-06 10:35:44] MOVE asha (blue): 107→94 [0.2ms]
[2026-05-06 10:35:44] MOVE chetan (red): 28→15 [0.4ms]
[2026-05-06 10:35:44] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:44] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:44] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 10:35:44] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:44] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:45] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:45] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 10:35:45] MOVE chetan (red): 26→27 [0.3ms]
[2026-05-06 10:35:45] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:45] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 10:35:45] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:46] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:46] MOVE asha (blue): 104→106 [0.4ms]
[2026-05-06 10:35:46] MOVE chetan (red): 15→16 [0.4ms]
[2026-05-06 10:35:46] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:46] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:46] MOVE asha (blue): 106→93 [0.2ms]
[2026-05-06 10:35:47] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:47] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:47] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:47] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:47] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:47] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 10:35:48] MOVE chetan (red): 31→30 [0.2ms]
[2026-05-06 10:35:48] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:48] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:48] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:48] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:48] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:48] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:49] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:49] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:49] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 10:35:49] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:49] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:49] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:50] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:50] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:50] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:50] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 10:35:50] MOVE asha (blue): 102→89 [0.4ms]
[2026-05-06 10:35:50] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:35:51] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 10:35:51] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 10:35:51] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:35:51] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:35:51] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:35:51] MOVE chetan (red): 17→18 [0.3ms]
[2026-05-06 10:35:52] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:52] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:35:52] MOVE asha (blue): 89→90 [0.5ms]
[2026-05-06 10:35:52] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:35:52] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:52] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:53] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 10:35:53] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 10:35:53] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:35:53] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:53] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:35:53] MOVE chetan (red): 28→15 [0.2ms]
[2026-05-06 10:35:54] MOVE asha (blue): 102→104 [0.3ms]
[2026-05-06 10:35:54] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:54] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 10:35:54] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:54] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:54] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:35:55] MOVE asha (blue): 105→104 [0.2ms]
[2026-05-06 10:35:55] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:35:55] MOVE asha (blue): 106→105 [0.3ms]
[2026-05-06 10:35:55] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 10:35:55] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 10:35:55] MOVE chetan (red): 14→15 [0.2ms]
[2026-05-06 10:35:56] MOVE asha (blue): 105→107 [0.4ms]
[2026-05-06 10:35:56] MOVE chetan (red): 15→16 [0.3ms]
[2026-05-06 10:35:56] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 10:35:56] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 10:35:56] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 10:35:56] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:35:57] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:35:57] MOVE chetan (red): 18→19 [0.2ms]
[2026-05-06 10:35:57] MOVE asha (blue): 94→93 [0.2ms]
[2026-05-06 10:35:57] MOVE chetan (red): 19→31 [0.3ms]
[2026-05-06 10:35:57] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 10:35:57] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:35:58] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 10:35:58] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 10:35:58] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:58] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 10:35:58] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 10:35:58] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 10:35:59] MOVE asha (blue): 104→106 [0.2ms]
[2026-05-06 10:35:59] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 10:35:59] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:35:59] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 10:35:59] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 10:35:59] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 10:36:00] MOVE asha (blue): 104→103 [0.2ms]
[2026-05-06 10:36:00] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 10:36:00] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 10:36:00] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 10:36:00] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:36:00] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 10:36:00] MOVE asha (blue): 92→105 [0.2ms]
[2026-05-06 10:36:01] MOVE chetan (red): 15→16 [0.2ms]
[2026-05-06 10:36:01] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 10:36:01] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 10:36:01] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 10:36:01] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 10:36:01] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 10:36:01] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 10:36:02] MOVE asha (blue): 104→103 [0.2ms]
[2026-05-06 10:36:02] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 10:36:02] MOVE asha (blue): 90→91 [0.4ms]
[2026-05-06 10:36:02] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 10:36:03] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 10:36:03] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 10:36:03] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 10:36:03] MOVE chetan (red): 29→28 [0.3ms]
[2026-05-06 10:36:03] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 10:36:03] MOVE chetan (red): 28→15 [0.1ms]
