[2026-05-06 13:47:39] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 13:47:40] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:47:40] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:47:40] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:47:40] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:47:40] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:47:40] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:47:41] MOVE chetan (red): 26→27 [0.2ms]
[2026-05-06 13:47:41] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:47:41] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:47:41] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:47:42] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:47:42] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:47:42] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:47:42] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:47:42] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:47:42] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:47:43] MOVE chetan (red): 17→18 [0.2ms]
[2026-05-06 13:47:43] MOVE asha (blue): 102→104 [0.2ms]
[2026-05-06 13:47:43] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:47:43] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 13:47:43] MOVE chetan (red): 19→31 [0.6ms]
[2026-05-06 13:47:43] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:47:43] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:47:43] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:47:44] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:47:44] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:47:44] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:47:44] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:47:44] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:47:45] MOVE asha (blue): 105→107 [0.2ms]
[2026-05-06 13:47:45] MOVE chetan (red): 15→14 [0.2ms]
[2026-05-06 13:47:45] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:47:45] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:47:45] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 13:47:46] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:47:46] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:47:46] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:47:46] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 13:47:46] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 13:47:47] MOVE asha (blue): 92→105 [0.3ms]
[2026-05-06 13:47:47] MOVE chetan (red): 14→15 [0.4ms]
[2026-05-06 13:47:47] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 13:47:47] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:47:47] MOVE asha (blue): 105→104 [0.2ms]
[2026-05-06 13:47:47] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:47:48] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:47:48] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:47:48] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:47:48] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:47:48] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:47:48] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:47:49] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:47:49] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:47:49] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:47:49] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:47:49] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:47:49] MOVE chetan (red): 29→28 [0.2ms]
[2026-05-06 13:47:49] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:47:50] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:47:50] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:47:50] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:47:50] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:47:50] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:47:50] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:47:50] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:47:51] MOVE asha (blue): 89→90 [0.2ms]
[2026-05-06 13:47:51] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:47:51] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:47:52] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:47:52] MOVE asha (blue): 90→91 [0.4ms]
[2026-05-06 13:47:52] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:47:52] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:47:53] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:47:53] MOVE asha (blue): 91→103 [3.4ms]
[2026-05-06 13:47:53] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:47:53] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:47:53] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:47:53] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:47:54] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:47:54] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:47:54] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:47:54] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:47:54] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:47:55] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:47:55] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 13:47:55] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:47:55] MOVE chetan (red): 29→28 [0.2ms]
[2026-05-06 13:47:55] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:47:55] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:47:56] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:47:56] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:47:56] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:47:56] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:47:56] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:47:57] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:47:57] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 13:47:57] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:47:57] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 13:47:57] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:47:57] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:47:58] MOVE chetan (red): 14→15 [0.4ms]
[2026-05-06 13:47:58] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:47:58] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:47:58] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:47:58] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:47:58] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:47:59] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:47:59] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 13:47:59] MOVE chetan (red): 18→19 [0.2ms]
[2026-05-06 13:47:59] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:47:59] MOVE chetan (red): 19→31 [0.2ms]
[2026-05-06 13:47:59] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 13:48:00] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:00] MOVE asha (blue): 93→92 [0.2ms]
[2026-05-06 13:48:00] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:00] MOVE asha (blue): 94→93 [0.2ms]
[2026-05-06 13:48:00] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:00] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:01] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:01] MOVE asha (blue): 93→106 [0.2ms]
[2026-05-06 13:48:01] MOVE chetan (red): 15→14 [0.3ms]
[2026-05-06 13:48:01] MOVE asha (blue): 105→104 [0.8ms]
[2026-05-06 13:48:01] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:01] MOVE asha (blue): 106→105 [0.2ms]
[2026-05-06 13:48:01] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:01] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:02] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:48:02] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:02] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 13:48:02] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:48:02] MOVE chetan (red): 14→15 [0.5ms]
[2026-05-06 13:48:03] MOVE asha (blue): 104→103 [0.3ms]
[2026-05-06 13:48:03] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:03] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:48:03] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:48:03] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:04] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:48:04] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:04] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:04] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:04] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:04] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:05] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:05] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:05] MOVE chetan (red): 30→29 [1.4ms]
[2026-05-06 13:48:05] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:48:05] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:05] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:48:06] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:06] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:06] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:48:06] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:06] MOVE chetan (red): 14→13 [0.2ms]
[2026-05-06 13:48:06] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:48:07] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:07] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:07] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:48:07] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:07] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:48:07] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:08] MOVE chetan (red): 14→15 [0.7ms]
[2026-05-06 13:48:08] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:48:08] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:08] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:08] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:48:08] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:08] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:48:09] MOVE asha (blue): 90→91 [0.2ms]
[2026-05-06 13:48:09] MOVE chetan (red): 18→19 [0.2ms]
[2026-05-06 13:48:09] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:09] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:09] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:09] MOVE chetan (red): 31→30 [0.2ms]
[2026-05-06 13:48:10] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 13:48:10] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:10] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 13:48:10] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:10] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:10] MOVE chetan (red): 28→15 [0.2ms]
[2026-05-06 13:48:10] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:11] MOVE chetan (red): 15→14 [0.2ms]
[2026-05-06 13:48:11] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:48:11] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:11] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:11] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:11] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 13:48:12] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:48:12] MOVE asha (blue): 106→93 [0.3ms]
[2026-05-06 13:48:12] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:48:12] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 13:48:12] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:48:12] MOVE asha (blue): 93→92 [0.2ms]
[2026-05-06 13:48:13] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:13] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 13:48:13] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:48:13] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:13] MOVE chetan (red): 17→18 [0.2ms]
[2026-05-06 13:48:13] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 13:48:14] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:14] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:14] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:14] MOVE asha (blue): 106→105 [0.2ms]
[2026-05-06 13:48:14] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:14] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:15] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:15] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:15] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:15] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:48:15] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:15] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:48:16] MOVE chetan (red): 15→14 [0.8ms]
[2026-05-06 13:48:16] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:48:16] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:16] MOVE asha (blue): 103→102 [0.6ms]
[2026-05-06 13:48:16] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:16] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:17] MOVE chetan (red): 26→27 [0.3ms]
[2026-05-06 13:48:17] MOVE asha (blue): 102→89 [0.3ms]
[2026-05-06 13:48:17] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:48:17] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:17] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:48:17] MOVE asha (blue): 89→90 [0.2ms]
[2026-05-06 13:48:17] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:18] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:48:18] MOVE chetan (red): 16→17 [0.4ms]
[2026-05-06 13:48:18] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:48:18] MOVE chetan (red): 17→18 [0.2ms]
[2026-05-06 13:48:18] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:18] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:19] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:19] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:19] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:19] MOVE chetan (red): 31→30 [0.2ms]
[2026-05-06 13:48:19] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 13:48:19] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:19] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:20] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:20] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:20] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:20] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:48:20] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:48:20] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:21] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:21] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:21] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:21] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:48:21] MOVE chetan (red): 26→27 [0.2ms]
[2026-05-06 13:48:21] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:22] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:48:22] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:22] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:48:22] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 13:48:22] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:22] MOVE asha (blue): 103→105 [0.1ms]
[2026-05-06 13:48:23] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:48:23] MOVE asha (blue): 104→106 [0.2ms]
[2026-05-06 13:48:23] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:48:23] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:23] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:23] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:48:24] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:24] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:24] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:24] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 13:48:24] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:24] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:48:24] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:25] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 13:48:25] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:25] MOVE asha (blue): 93→92 [0.7ms]
[2026-05-06 13:48:25] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:48:25] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 13:48:25] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:26] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:26] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:26] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 13:48:26] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:48:26] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:26] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:48:26] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:48:27] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:48:27] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:27] MOVE chetan (red): 15→16 [0.2ms]
[2026-05-06 13:48:27] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:27] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:48:27] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:48:28] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:48:28] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:48:28] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:29] MOVE asha (blue): 93→92 [0.4ms]
[2026-05-06 13:48:29] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:29] MOVE asha (blue): 103→102 [0.2ms]
[2026-05-06 13:48:29] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:29] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:30] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:30] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:30] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:30] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:30] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:30] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:31] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:48:31] MOVE asha (blue): 104→103 [0.1ms]
[2026-05-06 13:48:31] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:31] MOVE asha (blue): 90→91 [0.3ms]
[2026-05-06 13:48:31] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:31] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:32] MOVE chetan (red): 26→27 [0.2ms]
[2026-05-06 13:48:32] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:32] MOVE chetan (red): 27→14 [0.2ms]
[2026-05-06 13:48:32] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:32] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:48:32] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:32] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:33] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:33] MOVE chetan (red): 16→17 [0.1ms]
[2026-05-06 13:48:33] MOVE asha (blue): 102→89 [0.1ms]
[2026-05-06 13:48:33] MOVE chetan (red): 17→18 [0.1ms]
[2026-05-06 13:48:33] MOVE asha (blue): 90→91 [0.2ms]
[2026-05-06 13:48:33] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:34] MOVE asha (blue): 89→90 [0.1ms]
[2026-05-06 13:48:34] MOVE chetan (red): 19→31 [0.2ms]
[2026-05-06 13:48:34] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:34] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:34] MOVE asha (blue): 90→91 [0.1ms]
[2026-05-06 13:48:34] MOVE chetan (red): 30→29 [0.2ms]
[2026-05-06 13:48:35] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:35] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:35] MOVE asha (blue): 91→103 [0.1ms]
[2026-05-06 13:48:35] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:35] MOVE asha (blue): 102→104 [0.1ms]
[2026-05-06 13:48:35] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:48:36] MOVE asha (blue): 103→105 [0.2ms]
[2026-05-06 13:48:36] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:36] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:36] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:36] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:36] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:48:36] MOVE asha (blue): 106→105 [0.2ms]
[2026-05-06 13:48:37] MOVE chetan (red): 27→14 [0.3ms]
[2026-05-06 13:48:37] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:37] MOVE chetan (red): 14→15 [0.2ms]
[2026-05-06 13:48:37] MOVE asha (blue): 105→107 [0.1ms]
[2026-05-06 13:48:37] MOVE chetan (red): 15→16 [0.1ms]
[2026-05-06 13:48:37] MOVE asha (blue): 106→93 [0.2ms]
[2026-05-06 13:48:38] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:48:38] MOVE asha (blue): 107→94 [0.1ms]
[2026-05-06 13:48:38] MOVE chetan (red): 17→18 [0.2ms]
[2026-05-06 13:48:38] MOVE asha (blue): 93→92 [0.2ms]
[2026-05-06 13:48:38] MOVE chetan (red): 18→19 [0.1ms]
[2026-05-06 13:48:38] MOVE asha (blue): 94→93 [0.1ms]
[2026-05-06 13:48:39] MOVE chetan (red): 19→31 [0.1ms]
[2026-05-06 13:48:39] MOVE asha (blue): 92→105 [0.2ms]
[2026-05-06 13:48:39] MOVE chetan (red): 31→30 [0.1ms]
[2026-05-06 13:48:39] MOVE asha (blue): 93→106 [0.1ms]
[2026-05-06 13:48:39] MOVE chetan (red): 30→29 [0.1ms]
[2026-05-06 13:48:39] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:40] MOVE chetan (red): 29→28 [0.1ms]
[2026-05-06 13:48:40] MOVE asha (blue): 106→105 [0.1ms]
[2026-05-06 13:48:40] MOVE chetan (red): 28→15 [0.1ms]
[2026-05-06 13:48:40] MOVE asha (blue): 104→106 [0.1ms]
[2026-05-06 13:48:40] MOVE chetan (red): 15→14 [0.1ms]
[2026-05-06 13:48:40] MOVE asha (blue): 105→104 [0.1ms]
[2026-05-06 13:48:41] MOVE chetan (red): 14→13 [0.1ms]
[2026-05-06 13:48:41] MOVE asha (blue): 106→93 [0.1ms]
[2026-05-06 13:48:41] MOVE chetan (red): 13→26 [0.1ms]
[2026-05-06 13:48:41] MOVE asha (blue): 104→103 [0.3ms]
[2026-05-06 13:48:41] MOVE chetan (red): 26→27 [0.1ms]
[2026-05-06 13:48:41] MOVE asha (blue): 93→92 [0.1ms]
[2026-05-06 13:48:41] MOVE chetan (red): 27→14 [0.1ms]
[2026-05-06 13:48:42] MOVE asha (blue): 103→102 [0.1ms]
[2026-05-06 13:48:42] MOVE chetan (red): 14→15 [0.1ms]
[2026-05-06 13:48:42] MOVE asha (blue): 92→105 [0.1ms]
[2026-05-06 13:48:42] MOVE chetan (red): 15→16 [0.3ms]
[2026-05-06 13:48:42] MOVE asha (blue): 102→89 [0.2ms]
[2026-05-06 13:48:42] MOVE chetan (red): 16→17 [0.2ms]
[2026-05-06 13:48:43] MOVE asha (blue): 105→104 [0.2ms]
[2026-05-06 13:48:43] MOVE chetan (red): 17→18 [0.1ms]
